Entity,Code,Date,Parks
Macedonia,MKD,2020-06-20,43.857
Macedonia,MKD,2020-06-21,42.571
Macedonia,MKD,2020-06-22,38.714
Macedonia,MKD,2020-06-23,35.143
Macedonia,MKD,2020-06-24,38.286
Macedonia,MKD,2020-06-25,38.286
Macedonia,MKD,2020-06-26,38
Macedonia,MKD,2020-06-27,39.857
Macedonia,MKD,2020-06-28,41.714
Macedonia,MKD,2020-06-29,46.429
Macedonia,MKD,2020-06-30,53.571
Macedonia,MKD,2020-07-01,54.286
Macedonia,MKD,2020-07-02,53.714
Macedonia,MKD,2020-07-03,51.857
Macedonia,MKD,2020-07-04,50.857
Macedonia,MKD,2020-07-05,48.714
Macedonia,MKD,2020-07-06,48.714
Macedonia,MKD,2020-07-07,47.714
Macedonia,MKD,2020-07-08,48.714
Macedonia,MKD,2020-07-09,51
Macedonia,MKD,2020-07-10,54.714
Macedonia,MKD,2020-07-11,57.857
Macedonia,MKD,2020-07-12,62.286
Macedonia,MKD,2020-07-13,63.429
Macedonia,MKD,2020-07-14,66.571
Macedonia,MKD,2020-07-15,67.143
Macedonia,MKD,2020-07-16,66.857
Macedonia,MKD,2020-07-17,65.714
Macedonia,MKD,2020-07-18,60.714
Macedonia,MKD,2020-07-19,61.714
Macedonia,MKD,2020-07-20,64.857
Macedonia,MKD,2020-07-21,67
Macedonia,MKD,2020-07-22,69.143
Macedonia,MKD,2020-07-23,70.143
Macedonia,MKD,2020-07-24,72
Macedonia,MKD,2020-07-25,77.429
Macedonia,MKD,2020-07-26,79.857
Macedonia,MKD,2020-07-27,81.429
Macedonia,MKD,2020-07-28,82.286
Macedonia,MKD,2020-07-29,83.714
Macedonia,MKD,2020-07-30,87
Macedonia,MKD,2020-07-31,87.571
Macedonia,MKD,2020-08-01,91
Macedonia,MKD,2020-08-02,94.286
Macedonia,MKD,2020-08-03,97.714
Macedonia,MKD,2020-08-04,96.571
Macedonia,MKD,2020-08-05,90.714
Macedonia,MKD,2020-08-06,83.286
Macedonia,MKD,2020-08-07,82.714
Macedonia,MKD,2020-08-08,75.143
Macedonia,MKD,2020-08-09,71
Macedonia,MKD,2020-08-10,68.857
Macedonia,MKD,2020-08-11,71.429
Macedonia,MKD,2020-08-12,75
Macedonia,MKD,2020-08-13,84
Macedonia,MKD,2020-08-14,87
Macedonia,MKD,2020-08-15,90.571
Macedonia,MKD,2020-08-16,90.714
Macedonia,MKD,2020-08-17,87.833
Macedonia,MKD,2020-08-18,83.8
Macedonia,MKD,2020-08-19,83.5
Macedonia,MKD,2020-08-20,75.333
Malaysia,MYS,2020-02-17,-1.333
Malaysia,MYS,2020-02-18,-3
Malaysia,MYS,2020-02-19,-3
Malaysia,MYS,2020-02-20,-2.833
Malaysia,MYS,2020-02-21,-2.857
Malaysia,MYS,2020-02-22,-2.571
Malaysia,MYS,2020-02-23,-2.571
Malaysia,MYS,2020-02-24,-2.714
Malaysia,MYS,2020-02-25,-2.143
Malaysia,MYS,2020-02-26,-2.286
Malaysia,MYS,2020-02-27,-2.429
Malaysia,MYS,2020-02-28,-2.143
Malaysia,MYS,2020-02-29,-1.571
Malaysia,MYS,2020-03-01,-1
Malaysia,MYS,2020-03-02,-0.857
Malaysia,MYS,2020-03-03,-1.286
Malaysia,MYS,2020-03-04,-1.143
Malaysia,MYS,2020-03-05,-1.714
Malaysia,MYS,2020-03-06,-2.143
Malaysia,MYS,2020-03-07,-3.286
Malaysia,MYS,2020-03-08,-3.571
Malaysia,MYS,2020-03-09,-3.571
Malaysia,MYS,2020-03-10,-3.571
Malaysia,MYS,2020-03-11,-4.143
Malaysia,MYS,2020-03-12,-4
Malaysia,MYS,2020-03-13,-4.143
Malaysia,MYS,2020-03-14,-3.857
Malaysia,MYS,2020-03-15,-3.286
Malaysia,MYS,2020-03-16,-1.714
Malaysia,MYS,2020-03-17,-1.429
Malaysia,MYS,2020-03-18,-5
Malaysia,MYS,2020-03-19,-10.571
Malaysia,MYS,2020-03-20,-17.857
Malaysia,MYS,2020-03-21,-27.143
Malaysia,MYS,2020-03-22,-37.714
Malaysia,MYS,2020-03-23,-46.857
Malaysia,MYS,2020-03-24,-54.286
Malaysia,MYS,2020-03-25,-57.714
Malaysia,MYS,2020-03-26,-59.429
Malaysia,MYS,2020-03-27,-60.286
Malaysia,MYS,2020-03-28,-60.714
Malaysia,MYS,2020-03-29,-60.714
Malaysia,MYS,2020-03-30,-60.714
Malaysia,MYS,2020-03-31,-60.714
Malaysia,MYS,2020-04-01,-60.857
Malaysia,MYS,2020-04-02,-61
Malaysia,MYS,2020-04-03,-61
Malaysia,MYS,2020-04-04,-61.143
Malaysia,MYS,2020-04-05,-61.143
Malaysia,MYS,2020-04-06,-61.143
Malaysia,MYS,2020-04-07,-61.143
Malaysia,MYS,2020-04-08,-61.143
Malaysia,MYS,2020-04-09,-61.143
Malaysia,MYS,2020-04-10,-61.143
Malaysia,MYS,2020-04-11,-61
Malaysia,MYS,2020-04-12,-60.857
Malaysia,MYS,2020-04-13,-60.714
Malaysia,MYS,2020-04-14,-60.571
Malaysia,MYS,2020-04-15,-60.571
Malaysia,MYS,2020-04-16,-60
Malaysia,MYS,2020-04-17,-59.571
Malaysia,MYS,2020-04-18,-59.714
Malaysia,MYS,2020-04-19,-59.857
Malaysia,MYS,2020-04-20,-59.857
Malaysia,MYS,2020-04-21,-59.857
Malaysia,MYS,2020-04-22,-59.714
Malaysia,MYS,2020-04-23,-60
Malaysia,MYS,2020-04-24,-60.571
Malaysia,MYS,2020-04-25,-60.571
Malaysia,MYS,2020-04-26,-60.571
Malaysia,MYS,2020-04-27,-60.571
Malaysia,MYS,2020-04-28,-60.571
Malaysia,MYS,2020-04-29,-60.429
Malaysia,MYS,2020-04-30,-60.429
Malaysia,MYS,2020-05-01,-60.429
Malaysia,MYS,2020-05-02,-60.143
Malaysia,MYS,2020-05-03,-59.857
Malaysia,MYS,2020-05-04,-59.429
Malaysia,MYS,2020-05-05,-58.857
Malaysia,MYS,2020-05-06,-58.143
Malaysia,MYS,2020-05-07,-57.286
Malaysia,MYS,2020-05-08,-55.857
Malaysia,MYS,2020-05-09,-54.714
Malaysia,MYS,2020-05-10,-53.571
Malaysia,MYS,2020-05-11,-52.714
Malaysia,MYS,2020-05-12,-52
Malaysia,MYS,2020-05-13,-51.286
Malaysia,MYS,2020-05-14,-50.571
Malaysia,MYS,2020-05-15,-50
Malaysia,MYS,2020-05-16,-49.571
Malaysia,MYS,2020-05-17,-49.143
Malaysia,MYS,2020-05-18,-48.429
Malaysia,MYS,2020-05-19,-47.571
Malaysia,MYS,2020-05-20,-46.857
Malaysia,MYS,2020-05-21,-46
Malaysia,MYS,2020-05-22,-45.286
Malaysia,MYS,2020-05-23,-44.429
Malaysia,MYS,2020-05-24,-41.429
Malaysia,MYS,2020-05-25,-39.286
Malaysia,MYS,2020-05-26,-38.286
Malaysia,MYS,2020-05-27,-37.714
Malaysia,MYS,2020-05-28,-37.571
Malaysia,MYS,2020-05-29,-37.429
Malaysia,MYS,2020-05-30,-37.429
Malaysia,MYS,2020-05-31,-39.286
Malaysia,MYS,2020-06-01,-40.429
Malaysia,MYS,2020-06-02,-40.571
Malaysia,MYS,2020-06-03,-40.286
Malaysia,MYS,2020-06-04,-40
Malaysia,MYS,2020-06-05,-39.286
Malaysia,MYS,2020-06-06,-38.286
Malaysia,MYS,2020-06-07,-37
Malaysia,MYS,2020-06-08,-35
Malaysia,MYS,2020-06-09,-34
Malaysia,MYS,2020-06-10,-32.571
Malaysia,MYS,2020-06-11,-30.429
Malaysia,MYS,2020-06-12,-28.714
Malaysia,MYS,2020-06-13,-26.143
Malaysia,MYS,2020-06-14,-23.429
Malaysia,MYS,2020-06-15,-22.571
Malaysia,MYS,2020-06-16,-20.714
Malaysia,MYS,2020-06-17,-19.429
Malaysia,MYS,2020-06-18,-19
Malaysia,MYS,2020-06-19,-18
Malaysia,MYS,2020-06-20,-17.143
Malaysia,MYS,2020-06-21,-16.143
Malaysia,MYS,2020-06-22,-15.286
Malaysia,MYS,2020-06-23,-15
Malaysia,MYS,2020-06-24,-15.286
Malaysia,MYS,2020-06-25,-14.571
Malaysia,MYS,2020-06-26,-14
Malaysia,MYS,2020-06-27,-12.714
Malaysia,MYS,2020-06-28,-12
Malaysia,MYS,2020-06-29,-12
Malaysia,MYS,2020-06-30,-11.571
Malaysia,MYS,2020-07-01,-10.714
Malaysia,MYS,2020-07-02,-10
Malaysia,MYS,2020-07-03,-8.857
Malaysia,MYS,2020-07-04,-7.857
Malaysia,MYS,2020-07-05,-6.857
Malaysia,MYS,2020-07-06,-6.571
Malaysia,MYS,2020-07-07,-6.571
Malaysia,MYS,2020-07-08,-6.143
Malaysia,MYS,2020-07-09,-6.143
Malaysia,MYS,2020-07-10,-6
Malaysia,MYS,2020-07-11,-5.571
Malaysia,MYS,2020-07-12,-5.143
Malaysia,MYS,2020-07-13,-5.286
Malaysia,MYS,2020-07-14,-4.857
Malaysia,MYS,2020-07-15,-5.429
Malaysia,MYS,2020-07-16,-6.429
Malaysia,MYS,2020-07-17,-7
Malaysia,MYS,2020-07-18,-8.571
Malaysia,MYS,2020-07-19,-9.286
Malaysia,MYS,2020-07-20,-9.857
Malaysia,MYS,2020-07-21,-10.714
Malaysia,MYS,2020-07-22,-11.286
Malaysia,MYS,2020-07-23,-11.143
Malaysia,MYS,2020-07-24,-11.429
Malaysia,MYS,2020-07-25,-10.714
Malaysia,MYS,2020-07-26,-11
Malaysia,MYS,2020-07-27,-10.857
Malaysia,MYS,2020-07-28,-10.429
Malaysia,MYS,2020-07-29,-8.571
Malaysia,MYS,2020-07-30,-5.286
Malaysia,MYS,2020-07-31,0.143
Malaysia,MYS,2020-08-01,3.857
Malaysia,MYS,2020-08-02,6.429
Malaysia,MYS,2020-08-03,9
Malaysia,MYS,2020-08-04,9.857
Malaysia,MYS,2020-08-05,9.286
Malaysia,MYS,2020-08-06,7.143
Malaysia,MYS,2020-08-07,2.714
Malaysia,MYS,2020-08-08,-0.571
Malaysia,MYS,2020-08-09,-2.714
Malaysia,MYS,2020-08-10,-4.429
Malaysia,MYS,2020-08-11,-5.143
Malaysia,MYS,2020-08-12,-5.714
Malaysia,MYS,2020-08-13,-6.143
Malaysia,MYS,2020-08-14,-6.857
Malaysia,MYS,2020-08-15,-7
Malaysia,MYS,2020-08-16,-8.143
Malaysia,MYS,2020-08-17,-8.667
Malaysia,MYS,2020-08-18,-8.6
Malaysia,MYS,2020-08-19,-8
Malaysia,MYS,2020-08-20,-7.667
Mali,MLI,2020-02-17,0.667
Mali,MLI,2020-02-18,0.75
Mali,MLI,2020-02-19,1
Mali,MLI,2020-02-20,0.833
Mali,MLI,2020-02-21,0.429
Mali,MLI,2020-02-22,-0.714
Mali,MLI,2020-02-23,-1.429
Mali,MLI,2020-02-24,-1.571
Mali,MLI,2020-02-25,-1.143
Mali,MLI,2020-02-26,-0.571
Mali,MLI,2020-02-27,-0.429
Mali,MLI,2020-02-28,0
Mali,MLI,2020-02-29,0.714
Mali,MLI,2020-03-01,2.286
Mali,MLI,2020-03-02,2.429
Mali,MLI,2020-03-03,2.571
Mali,MLI,2020-03-04,2.429
Mali,MLI,2020-03-05,2.857
Mali,MLI,2020-03-06,4
Mali,MLI,2020-03-07,5.714
Mali,MLI,2020-03-08,5.714
Mali,MLI,2020-03-09,6.143
Mali,MLI,2020-03-10,6.571
Mali,MLI,2020-03-11,6.857
Mali,MLI,2020-03-12,7.571
Mali,MLI,2020-03-13,6.571
Mali,MLI,2020-03-14,5
Mali,MLI,2020-03-15,4.571
Mali,MLI,2020-03-16,4.286
Mali,MLI,2020-03-17,4
Mali,MLI,2020-03-18,3.571
Mali,MLI,2020-03-19,2.143
Mali,MLI,2020-03-20,1.571
Mali,MLI,2020-03-21,0.857
Mali,MLI,2020-03-22,0.286
Mali,MLI,2020-03-23,0.429
Mali,MLI,2020-03-24,0.714
Mali,MLI,2020-03-25,0.571
Mali,MLI,2020-03-26,-0.286
Mali,MLI,2020-03-27,-0.857
Mali,MLI,2020-03-28,-2
Mali,MLI,2020-03-29,-3
Mali,MLI,2020-03-30,-4
Mali,MLI,2020-03-31,-5.714
Mali,MLI,2020-04-01,-6.714
Mali,MLI,2020-04-02,-6.571
Mali,MLI,2020-04-03,-7.286
Mali,MLI,2020-04-04,-7.714
Mali,MLI,2020-04-05,-8.286
Mali,MLI,2020-04-06,-8.429
Mali,MLI,2020-04-07,-8
Mali,MLI,2020-04-08,-7.714
Mali,MLI,2020-04-09,-7.429
Mali,MLI,2020-04-10,-7
Mali,MLI,2020-04-11,-6.286
Mali,MLI,2020-04-12,-5.571
Mali,MLI,2020-04-13,-6.571
Mali,MLI,2020-04-14,-7.286
Mali,MLI,2020-04-15,-7.857
Mali,MLI,2020-04-16,-7.857
Mali,MLI,2020-04-17,-8.143
Mali,MLI,2020-04-18,-9
Mali,MLI,2020-04-19,-9.429
Mali,MLI,2020-04-20,-8.429
Mali,MLI,2020-04-21,-7.571
Mali,MLI,2020-04-22,-7.714
Mali,MLI,2020-04-23,-7.571
Mali,MLI,2020-04-24,-8.571
Mali,MLI,2020-04-25,-9.286
Mali,MLI,2020-04-26,-10.429
Mali,MLI,2020-04-27,-11.571
Mali,MLI,2020-04-28,-12.714
Mali,MLI,2020-04-29,-13.143
Mali,MLI,2020-04-30,-13.429
Mali,MLI,2020-05-01,-13.286
Mali,MLI,2020-05-02,-12.714
Mali,MLI,2020-05-03,-13
Mali,MLI,2020-05-04,-12.429
Mali,MLI,2020-05-05,-11.429
Mali,MLI,2020-05-06,-11.286
Mali,MLI,2020-05-07,-11.429
Mali,MLI,2020-05-08,-10
Mali,MLI,2020-05-09,-8.571
Mali,MLI,2020-05-10,-7
Mali,MLI,2020-05-11,-5.857
Mali,MLI,2020-05-12,-5.857
Mali,MLI,2020-05-13,-5
Mali,MLI,2020-05-14,-5
Mali,MLI,2020-05-15,-4.286
Mali,MLI,2020-05-16,-4.429
Mali,MLI,2020-05-17,-4.857
Mali,MLI,2020-05-18,-5
Mali,MLI,2020-05-19,-4.714
Mali,MLI,2020-05-20,-5.286
Mali,MLI,2020-05-21,-4.714
Mali,MLI,2020-05-22,-4.571
Mali,MLI,2020-05-23,-3.286
Mali,MLI,2020-05-24,-0.286
Mali,MLI,2020-05-25,0.286
Mali,MLI,2020-05-26,1.714
Mali,MLI,2020-05-27,3.429
Mali,MLI,2020-05-28,4.143
Mali,MLI,2020-05-29,4.286
Mali,MLI,2020-05-30,3.286
Mali,MLI,2020-05-31,1.714
Mali,MLI,2020-06-01,2.143
Mali,MLI,2020-06-02,1.714
Mali,MLI,2020-06-03,1.571
Mali,MLI,2020-06-04,1.857
Mali,MLI,2020-06-05,1.571
Mali,MLI,2020-06-06,2.143
Mali,MLI,2020-06-07,2.429
Mali,MLI,2020-06-08,2.286
Mali,MLI,2020-06-09,1.857
Mali,MLI,2020-06-10,1.857
Mali,MLI,2020-06-11,1.429
Mali,MLI,2020-06-12,1.571
Mali,MLI,2020-06-13,1.857
Mali,MLI,2020-06-14,1.286
Mali,MLI,2020-06-15,1.571
Mali,MLI,2020-06-16,1.714
Mali,MLI,2020-06-17,2
Mali,MLI,2020-06-18,0.857
Mali,MLI,2020-06-19,0.571
Mali,MLI,2020-06-20,0.429
Mali,MLI,2020-06-21,0.714
Mali,MLI,2020-06-22,0.286
Mali,MLI,2020-06-23,-0.429
Mali,MLI,2020-06-24,-1.571
Mali,MLI,2020-06-25,-0.571
Mali,MLI,2020-06-26,-0.857
Mali,MLI,2020-06-27,-1.714
Mali,MLI,2020-06-28,-1.429
Mali,MLI,2020-06-29,-2
Mali,MLI,2020-06-30,-1.571
Mali,MLI,2020-07-01,-0.857
Mali,MLI,2020-07-02,-0.571
Mali,MLI,2020-07-03,-0.143
Mali,MLI,2020-07-04,0.429
Mali,MLI,2020-07-05,0.429
Mali,MLI,2020-07-06,0.857
Mali,MLI,2020-07-07,1.143
Mali,MLI,2020-07-08,0.857
Mali,MLI,2020-07-09,0.571
Mali,MLI,2020-07-10,0.286
Mali,MLI,2020-07-11,-0.571
Mali,MLI,2020-07-12,-1
Mali,MLI,2020-07-13,-2.286
Mali,MLI,2020-07-14,-2.714
Mali,MLI,2020-07-15,-2.714
Mali,MLI,2020-07-16,-3.714
Mali,MLI,2020-07-17,-3.714
Mali,MLI,2020-07-18,-3.857
Mali,MLI,2020-07-19,-3.571
Mali,MLI,2020-07-20,-3.143
Mali,MLI,2020-07-21,-3.286
Mali,MLI,2020-07-22,-4.429
Mali,MLI,2020-07-23,-3.857
Mali,MLI,2020-07-24,-4.286
Mali,MLI,2020-07-25,-3.571
Mali,MLI,2020-07-26,-4.714
Mali,MLI,2020-07-27,-5.143
Mali,MLI,2020-07-28,-5.571
Mali,MLI,2020-07-29,-5.429
Mali,MLI,2020-07-30,-5.714
Mali,MLI,2020-07-31,-6.714
Mali,MLI,2020-08-01,-6.571
Mali,MLI,2020-08-02,-4.429
Mali,MLI,2020-08-03,-4.143
Mali,MLI,2020-08-04,-3.143
Mali,MLI,2020-08-05,-2.286
Mali,MLI,2020-08-06,-1.714
Mali,MLI,2020-08-07,-0.429
Mali,MLI,2020-08-08,-0.143
Mali,MLI,2020-08-09,0
Mali,MLI,2020-08-10,1.286
Mali,MLI,2020-08-11,1.429
Mali,MLI,2020-08-12,1.714
Mali,MLI,2020-08-13,2
Mali,MLI,2020-08-14,2
Mali,MLI,2020-08-15,1.571
Mali,MLI,2020-08-16,1
Mali,MLI,2020-08-17,0.167
Mali,MLI,2020-08-18,-1.2
Mali,MLI,2020-08-19,-2
Mali,MLI,2020-08-20,-3.333
Malta,MLT,2020-02-17,23
Malta,MLT,2020-02-18,23
Malta,MLT,2020-02-19,22
Malta,MLT,2020-02-20,22
Malta,MLT,2020-02-21,24
Malta,MLT,2020-02-22,29.571
Malta,MLT,2020-02-23,35.857
Malta,MLT,2020-02-24,40.143
Malta,MLT,2020-02-25,46.143
Malta,MLT,2020-02-26,47.143
Malta,MLT,2020-02-27,45.857
Malta,MLT,2020-02-28,42.714
Malta,MLT,2020-02-29,36.429
Malta,MLT,2020-03-01,31.286
Malta,MLT,2020-03-02,27
Malta,MLT,2020-03-03,16.429
Malta,MLT,2020-03-04,12.429
Malta,MLT,2020-03-05,13
Malta,MLT,2020-03-06,14.143
Malta,MLT,2020-03-07,11
Malta,MLT,2020-03-08,7.429
Malta,MLT,2020-03-09,5
Malta,MLT,2020-03-10,6.286
Malta,MLT,2020-03-11,9.286
Malta,MLT,2020-03-12,7.286
Malta,MLT,2020-03-13,3.286
Malta,MLT,2020-03-14,2.286
Malta,MLT,2020-03-15,-0.286
Malta,MLT,2020-03-16,-6.286
Malta,MLT,2020-03-17,-12.571
Malta,MLT,2020-03-18,-20
Malta,MLT,2020-03-19,-22.286
Malta,MLT,2020-03-20,-27.429
Malta,MLT,2020-03-21,-35.429
Malta,MLT,2020-03-22,-42.429
Malta,MLT,2020-03-23,-45.143
Malta,MLT,2020-03-24,-46.429
Malta,MLT,2020-03-25,-51.143
Malta,MLT,2020-03-26,-57.286
Malta,MLT,2020-03-27,-59
Malta,MLT,2020-03-28,-55.143
Malta,MLT,2020-03-29,-51.857
Malta,MLT,2020-03-30,-53.286
Malta,MLT,2020-03-31,-48.143
Malta,MLT,2020-04-01,-44.286
Malta,MLT,2020-04-02,-44.143
Malta,MLT,2020-04-03,-45.429
Malta,MLT,2020-04-04,-46.429
Malta,MLT,2020-04-05,-45.429
Malta,MLT,2020-04-06,-42.429
Malta,MLT,2020-04-07,-46.571
Malta,MLT,2020-04-08,-44.714
Malta,MLT,2020-04-09,-41.857
Malta,MLT,2020-04-10,-35.143
Malta,MLT,2020-04-11,-34
Malta,MLT,2020-04-12,-34.429
Malta,MLT,2020-04-13,-33.429
Malta,MLT,2020-04-14,-32.714
Malta,MLT,2020-04-15,-33.286
Malta,MLT,2020-04-16,-33.429
Malta,MLT,2020-04-17,-34.286
Malta,MLT,2020-04-18,-32.143
Malta,MLT,2020-04-19,-30.429
Malta,MLT,2020-04-20,-33.143
Malta,MLT,2020-04-21,-32.143
Malta,MLT,2020-04-22,-31.429
Malta,MLT,2020-04-23,-30.429
Malta,MLT,2020-04-24,-31.143
Malta,MLT,2020-04-25,-30.429
Malta,MLT,2020-04-26,-29.714
Malta,MLT,2020-04-27,-24.857
Malta,MLT,2020-04-28,-22.714
Malta,MLT,2020-04-29,-23.571
Malta,MLT,2020-04-30,-21.143
Malta,MLT,2020-05-01,-15.286
Malta,MLT,2020-05-02,-15.286
Malta,MLT,2020-05-03,-14.571
Malta,MLT,2020-05-04,-14.286
Malta,MLT,2020-05-05,-13.714
Malta,MLT,2020-05-06,-9.286
Malta,MLT,2020-05-07,-10
Malta,MLT,2020-05-08,-12.429
Malta,MLT,2020-05-09,-10.571
Malta,MLT,2020-05-10,-11.571
Malta,MLT,2020-05-11,-12.286
Malta,MLT,2020-05-12,-10.857
Malta,MLT,2020-05-13,-12.143
Malta,MLT,2020-05-14,-10.857
Malta,MLT,2020-05-15,-9.857
Malta,MLT,2020-05-16,-8.571
Malta,MLT,2020-05-17,-5
Malta,MLT,2020-05-18,-5.143
Malta,MLT,2020-05-19,-7.429
Malta,MLT,2020-05-20,-6.714
Malta,MLT,2020-05-21,-6.714
Malta,MLT,2020-05-22,-5.429
Malta,MLT,2020-05-23,-3.429
Malta,MLT,2020-05-24,-1.286
Malta,MLT,2020-05-25,3.286
Malta,MLT,2020-05-26,6.286
Malta,MLT,2020-05-27,4.429
Malta,MLT,2020-05-28,7.429
Malta,MLT,2020-05-29,8.286
Malta,MLT,2020-05-30,3
Malta,MLT,2020-05-31,3.571
Malta,MLT,2020-06-01,3.429
Malta,MLT,2020-06-02,3.714
Malta,MLT,2020-06-03,9.857
Malta,MLT,2020-06-04,9.857
Malta,MLT,2020-06-05,6.714
Malta,MLT,2020-06-06,9.857
Malta,MLT,2020-06-07,9.714
Malta,MLT,2020-06-08,10.143
Malta,MLT,2020-06-09,10.571
Malta,MLT,2020-06-10,10.286
Malta,MLT,2020-06-11,11.571
Malta,MLT,2020-06-12,16.714
Malta,MLT,2020-06-13,20.857
Malta,MLT,2020-06-14,21.429
Malta,MLT,2020-06-15,20.429
Malta,MLT,2020-06-16,19.571
Malta,MLT,2020-06-17,20.286
Malta,MLT,2020-06-18,21.143
Malta,MLT,2020-06-19,20.857
Malta,MLT,2020-06-20,20.429
Malta,MLT,2020-06-21,18.143
Malta,MLT,2020-06-22,20
Malta,MLT,2020-06-23,22.714
Malta,MLT,2020-06-24,23.714
Malta,MLT,2020-06-25,24.286
Malta,MLT,2020-06-26,26.143
Malta,MLT,2020-06-27,28.143
Malta,MLT,2020-06-28,32.286
Malta,MLT,2020-06-29,45.429
Malta,MLT,2020-06-30,45.286
Malta,MLT,2020-07-01,46.143
Malta,MLT,2020-07-02,46
Malta,MLT,2020-07-03,45.571
Malta,MLT,2020-07-04,43.857
Malta,MLT,2020-07-05,41.143
Malta,MLT,2020-07-06,30.286
Malta,MLT,2020-07-07,31.429
Malta,MLT,2020-07-08,33
Malta,MLT,2020-07-09,35.143
Malta,MLT,2020-07-10,37.714
Malta,MLT,2020-07-11,41
Malta,MLT,2020-07-12,43.429
Malta,MLT,2020-07-13,45.429
Malta,MLT,2020-07-14,47.286
Malta,MLT,2020-07-15,48.286
Malta,MLT,2020-07-16,49.429
Malta,MLT,2020-07-17,48.714
Malta,MLT,2020-07-18,48.143
Malta,MLT,2020-07-19,48
Malta,MLT,2020-07-20,49.286
Malta,MLT,2020-07-21,51
Malta,MLT,2020-07-22,52.857
Malta,MLT,2020-07-23,54.143
Malta,MLT,2020-07-24,56.429
Malta,MLT,2020-07-25,57.857
Malta,MLT,2020-07-26,58.714
Malta,MLT,2020-07-27,59.714
Malta,MLT,2020-07-28,59.857
Malta,MLT,2020-07-29,59.714
Malta,MLT,2020-07-30,59.857
Malta,MLT,2020-07-31,60.143
Malta,MLT,2020-08-01,58.857
Malta,MLT,2020-08-02,58.571
Malta,MLT,2020-08-03,58.571
Malta,MLT,2020-08-04,58.571
Malta,MLT,2020-08-05,58.429
Malta,MLT,2020-08-06,58.714
Malta,MLT,2020-08-07,59.286
Malta,MLT,2020-08-08,60.571
Malta,MLT,2020-08-09,61.286
Malta,MLT,2020-08-10,64.714
Malta,MLT,2020-08-11,68
Malta,MLT,2020-08-12,71.429
Malta,MLT,2020-08-13,74.429
Malta,MLT,2020-08-14,75.571
Malta,MLT,2020-08-15,76
Malta,MLT,2020-08-16,75.571
Malta,MLT,2020-08-17,72.667
Malta,MLT,2020-08-18,72.4
Malta,MLT,2020-08-19,67
Malta,MLT,2020-08-20,60.333
Mauritius,MUS,2020-02-17,2.333
Mauritius,MUS,2020-02-18,7.75
Mauritius,MUS,2020-02-19,11.6
Mauritius,MUS,2020-02-20,15.333
Mauritius,MUS,2020-02-21,19.286
Mauritius,MUS,2020-02-22,20.429
Mauritius,MUS,2020-02-23,19.857
Mauritius,MUS,2020-02-24,18.286
Mauritius,MUS,2020-02-25,15.571
Mauritius,MUS,2020-02-26,10.857
Mauritius,MUS,2020-02-27,3.857
Mauritius,MUS,2020-02-28,-4.571
Mauritius,MUS,2020-02-29,-6
Mauritius,MUS,2020-03-01,-7.429
Mauritius,MUS,2020-03-02,-9
Mauritius,MUS,2020-03-03,-10
Mauritius,MUS,2020-03-04,-9.286
Mauritius,MUS,2020-03-05,-7.429
Mauritius,MUS,2020-03-06,-6.429
Mauritius,MUS,2020-03-07,-8.714
Mauritius,MUS,2020-03-08,-11.857
Mauritius,MUS,2020-03-09,-13
Mauritius,MUS,2020-03-10,-14.571
Mauritius,MUS,2020-03-11,-14.286
Mauritius,MUS,2020-03-12,-16.143
Mauritius,MUS,2020-03-13,-20.714
Mauritius,MUS,2020-03-14,-20.714
Mauritius,MUS,2020-03-15,-19.429
Mauritius,MUS,2020-03-16,-19
Mauritius,MUS,2020-03-17,-19.286
Mauritius,MUS,2020-03-18,-20.571
Mauritius,MUS,2020-03-19,-22.143
Mauritius,MUS,2020-03-20,-26
Mauritius,MUS,2020-03-21,-33.571
Mauritius,MUS,2020-03-22,-44
Mauritius,MUS,2020-03-23,-53
Mauritius,MUS,2020-03-24,-62.714
Mauritius,MUS,2020-03-25,-74.143
Mauritius,MUS,2020-03-26,-82.571
Mauritius,MUS,2020-03-27,-84.857
Mauritius,MUS,2020-03-28,-85.571
Mauritius,MUS,2020-03-29,-85.571
Mauritius,MUS,2020-03-30,-85.429
Mauritius,MUS,2020-03-31,-84.857
Mauritius,MUS,2020-04-01,-83.857
Mauritius,MUS,2020-04-02,-82.714
Mauritius,MUS,2020-04-03,-82.286
Mauritius,MUS,2020-04-04,-81.714
Mauritius,MUS,2020-04-05,-81.714
Mauritius,MUS,2020-04-06,-81
Mauritius,MUS,2020-04-07,-80.571
Mauritius,MUS,2020-04-08,-80.143
Mauritius,MUS,2020-04-09,-80.143
Mauritius,MUS,2020-04-10,-79.857
Mauritius,MUS,2020-04-11,-79.714
Mauritius,MUS,2020-04-12,-79.571
Mauritius,MUS,2020-04-13,-79.857
Mauritius,MUS,2020-04-14,-79.857
Mauritius,MUS,2020-04-15,-80
Mauritius,MUS,2020-04-16,-79.571
Mauritius,MUS,2020-04-17,-79.286
Mauritius,MUS,2020-04-18,-79.429
Mauritius,MUS,2020-04-19,-79.286
Mauritius,MUS,2020-04-20,-78.857
Mauritius,MUS,2020-04-21,-78.571
Mauritius,MUS,2020-04-22,-78
Mauritius,MUS,2020-04-23,-78.143
Mauritius,MUS,2020-04-24,-78.286
Mauritius,MUS,2020-04-25,-78.286
Mauritius,MUS,2020-04-26,-78.571
Mauritius,MUS,2020-04-27,-78.429
